market_id,question,fraction,ground_truth_yes,entry_price,predicted_yes,pick_confidence,divergence,disposition,velocity,pairs,composite,signal,n_prices,n_trades,profit
1784022,Will SSC Napoli win on 2026-04-12?,0.5,False,0.585,False,0.1865,0.094,0.424,0.688,0.457,0.319225,NEUTRAL,105,500,0.585
1787742,Will RCD Mallorca vs. Rayo Vallecano de Madrid end in a draw?,0.5,False,0.285,True,0.0625,1.0,0.894,0.591,0.425,0.6367499999999999,HOLD,153,500,-0.285
1744959,Will SC Braga win on 2026-04-12?,0.5,True,0.455,False,0.506,0.052,0.653,0.591,0.377,0.308375,HOLD,75,500,-0.5449999999999999
1787751,Will RC Celta de Vigo win on 2026-04-12?,0.5,False,0.585,True,0.22249999999999998,0.123,0.683,0.688,0.552,0.39495,HOLD,58,500,-0.585
1890645,Minnesota Twins vs. Toronto Blue Jays,0.5,True,0.44,False,0.096,0.164,0.382,0.667,0.393,0.33025000000000004,NEUTRAL,23,500,-0.56
1867386,LoL: BNK FEARX vs DN SOOPers - Game 2 Winner,0.5,True,0.515,True,0.1525,0.06,0.869,0.688,0.393,0.36974999999999997,HOLD,43,500,0.485
1890649,Miami Marlins vs. Detroit Tigers,0.5,False,0.35,False,0.443,0.072,0.654,0.66,0.345,0.324525,HOLD,43,500,0.35
568643,Will Tyrrell Hatton win the 2026 Masters tournament?,0.5,False,0.0105,True,0.07100000000000001,0.224,0.936,0.589,0.25,0.417025,HOLD,363,500,-0.0105
1786328,Will Crystal Palace FC win on 2026-04-12?,0.5,True,0.33,False,0.2725,0.063,0.73,0.688,0.361,0.34124999999999994,HOLD,58,500,-0.6699999999999999
1706400,"Military action against Iran ends on April 10, 2026?",0.5,False,0.0055,False,0.244,0.022,0.375,0.403,0.377,0.212575,NEUTRAL,154,500,0.005499999999999949
1879422,"Will the price of Bitcoin be above $72,000 on April 12?",0.5,False,0.315,True,0.497,1.0,0.457,0.617,0.377,0.5420249999999999,ENTER,36,500,-0.315
1890671,Cleveland Guardians vs. Atlanta Braves,0.5,False,0.355,True,0.35,0.064,0.936,0.631,0.473,0.38739999999999997,HOLD,32,500,-0.355
1744968,Will FC Porto win on 2026-04-12?,0.5,True,0.46,True,0.189,0.414,0.662,0.655,0.345,0.4668,HOLD,188,500,0.54
1784016,Will Genoa CFC win on 2026-04-12?,0.5,True,0.45,False,0.0405,0.043,0.811,0.67,0.345,0.339975,HOLD,92,500,-0.55
1598149,Will NEC win on 2026-04-12?,0.5,False,0.415,True,0.262,1.0,0.84,0.568,0.345,0.585275,HOLD,333,500,-0.415
1744729,Will CA Rosario Central win on 2026-04-12?,0.5,False,0.355,False,0.578,0.386,0.65,0.532,0.393,0.458975,ENTER,131,500,0.355
1890658,Washington Nationals vs. Milwaukee Brewers,0.5,True,0.305,False,0.514,0.395,0.239,0.607,0.393,0.35764999999999997,ENTER,26,500,-0.6950000000000001
1784027,Will Como 1907 win on 2026-04-12?,0.5,False,0.305,False,0.157,1.0,0.58,0.688,0.25,0.5156499999999999,HOLD,115,500,0.30499999999999994
1744730,Will CA Tucumán win on 2026-04-12?,0.5,False,0.32,False,0.019500000000000003,0.208,0.862,0.573,0.377,0.4159,HOLD,141,500,0.32000000000000006
1890643,Arizona Diamondbacks vs. Philadelphia Phillies,0.5,True,0.35,True,0.327,0.093,0.913,0.66,0.393,0.388225,HOLD,24,500,0.65
1902314,LoL: Disguised vs FlyQuest - Game 1 Winner,0.5,False,0.395,False,0.3045,0.075,0.478,0.627,0.473,0.311775,NEUTRAL,42,500,0.395
1787233,Nottingham Forest FC vs. Aston Villa FC: O/U 2.5,0.5,False,0.49,True,0.479,0.046,0.54,0.657,0.393,0.3001,HOLD,154,500,-0.49
1854206,"Will Elon Musk post 220-239 tweets from April 7 to April 14, 2026?",0.5,False,0.125,False,0.6085,1.0,0.286,0.503,0.377,0.46485000000000004,ENTER,96,500,0.125
1890654,New York Yankees vs. Tampa Bay Rays,0.5,False,0.54,False,0.14550000000000002,0.152,0.832,0.679,0.409,0.40819999999999995,HOLD,23,500,0.54
1786307,Will Tottenham Hotspur FC win on 2026-04-12?,0.5,False,0.365,False,0.0785,1.0,0.761,0.688,0.25,0.547325,HOLD,132,500,0.365
1784023,Will Bologna FC 1909 win on 2026-04-12?,0.5,True,0.57,True,0.393,0.11,0.977,0.688,0.314,0.398575,HOLD,63,500,0.43000000000000005
568647,Will Shane Lowry win the 2026 Masters tournament?,0.5,False,0.0135,False,0.1975,0.289,0.257,0.516,0.298,0.3151,NEUTRAL,323,500,0.013499999999999956
1891041,Grizzlies vs. Rockets,0.5,False,0.075,False,0.6905,0.667,0.745,0.688,0.393,0.5541749999999999,STRONG ENTER,23,500,0.07499999999999996
1786369,Will Nottingham Forest FC vs. Aston Villa FC end in a draw?,0.5,True,0.28,True,0.142,0.018,0.875,0.688,0.33,0.339825,HOLD,147,500,0.72
1879418,"Will the price of Bitcoin be above $70,000 on April 12?",0.5,True,0.67,True,0.04350000000000001,1.0,0.353,0.661,0.345,0.516325,HOLD,22,500,0.32999999999999996
1598150,Will NEC vs. Feyenoord Rotterdam end in a draw?,0.5,True,0.265,False,0.7145,1.0,0.652,0.589,0.425,0.59405,STRONG ENTER,339,500,-0.735
1928741,"Will Elon Musk post 90-114 tweets from April 11 to April 13, 2026?",0.5,False,0.195,False,0.4995,1.0,0.251,0.502,0.473,0.46484999999999993,ENTER,30,500,0.19500000000000006
1893989,LoL: Team Heretics vs Karmine Corp - Game 1 Winner,0.5,False,0.235,False,0.476,1.0,0.091,0.677,0.457,0.41667499999999996,ENTER,37,500,0.235
1890640,San Francisco Giants vs. Baltimore Orioles,0.5,False,0.43,True,0.11200000000000004,0.57,0.792,0.677,0.457,0.5739,HOLD,49,500,-0.43
1625014,Pumas de la UNAM vs. Mazatlán FC: O/U 3.5,0.5,True,0.515,False,0.422,0.177,0.189,0.585,0.505,0.30789999999999995,HOLD,283,500,-0.485
1700812,Valorant: FURIA Esports vs NRG (BO3) - VCT Americas Stage 1 Group Omega,0.5,True,0.375,False,0.2785,0.239,0.576,0.635,0.505,0.413825,HOLD,223,500,-0.625
568641,Will Patrick Cantlay win the 2026 Masters tournament?,0.5,False,0.0095,False,0.757,0.203,0.03,0.48,0.25,0.177525,NEUTRAL,369,500,0.009499999999999953
1787213,1. FSV Mainz 05 vs. SC Freiburg: O/U 2.5,0.5,False,0.51,False,0.256,0.042,0.531,0.633,0.25,0.26739999999999997,NEUTRAL,153,500,0.51
568633,Will Collin Morikawa win the 2026 Masters tournament?,0.5,False,0.0225,True,0.28500000000000003,0.481,0.405,0.365,0.282,0.352875,NEUTRAL,369,500,-0.0225
1608654,Columbus Crew vs. Orlando City SC: O/U 3.5,0.5,False,0.505,True,0.4285,0.053,0.756,0.495,0.393,0.312875,NEUTRAL,297,500,-0.505
1787183,Spread: Manchester City FC (-1.5),0.5,True,0.49,True,0.14550000000000002,0.681,0.858,0.657,0.377,0.5633750000000001,HOLD,113,500,0.51
1706370,"Military action against Iran ends by April 29, 2026?",0.5,True,0.44,True,0.4675,1.0,0.459,0.399,0.409,0.5164249999999999,ENTER,139,387,0.56
1786371,Will 1. FSV Mainz 05 vs. SC Freiburg end in a draw?,0.5,False,0.305,True,0.5695,1.0,0.986,0.631,0.377,0.6370499999999999,STRONG ENTER,116,500,-0.305
1844480,LoL: Oh My God vs LGD Gaming - Game 1 Winner,0.5,True,0.515,True,0.39649999999999996,1.0,0.93,0.674,0.298,0.5972500000000001,HOLD,53,500,0.485
1795087,Will SE Palmeiras win on 2026-04-12?,0.5,False,0.375,False,0.367,0.464,0.498,0.627,0.52,0.508275,HOLD,63,500,0.375
1787190,Chelsea FC vs. Manchester City FC: O/U 2.5,0.5,True,0.635,False,0.1225,0.882,0.8,0.688,0.377,0.5938249999999999,HOLD,153,500,-0.365
1607482,Canucks vs. Ducks: O/U 6.5,0.5,True,0.5,False,0.21750000000000003,1.0,0.213,0.464,0.345,0.41775,NEUTRAL,310,500,-0.5
1786333,Will Crystal Palace FC vs. Newcastle United FC end in a draw?,0.5,False,0.265,True,0.019000000000000003,0.05,0.309,0.667,0.393,0.263325,NEUTRAL,52,500,-0.265
1847316,"Will Trump post ""Ballroom"" on Truth Social this week?",0.5,False,0.68,True,0.3345,0.432,0.344,0.293,0.473,0.3577499999999999,NEUTRAL,21,38,-0.68
1928738,"Will Elon Musk post 65-89 tweets from April 11 to April 13, 2026?",0.5,False,0.465,True,0.7395,1.0,0.378,0.582,0.409,0.5279749999999999,ENTER,21,500,-0.465
1902343,LoL: Sentinels vs Cloud9 - Game 2 Winner,0.5,True,0.27,False,0.272,1.0,0.715,0.619,0.345,0.5723249999999999,HOLD,52,500,-0.73
1879414,"Will the price of Bitcoin be above $68,000 on April 12?",0.5,True,0.87,False,0.4925,1.0,0.251,0.528,0.361,0.4497999999999999,ENTER,62,500,-0.13
1718663,"Military action against Iran ends by April 15, 2026?",0.5,True,0.065,False,0.356,0.127,0.503,0.385,0.33,0.273475,NEUTRAL,212,500,-0.935
1902315,LoL: Disguised vs FlyQuest - Game 2 Winner,0.5,False,0.59,False,0.237,0.112,0.181,0.639,0.457,0.276675,EXIT,22,500,0.59
1762727,Will Galatasaray SK win on 2026-04-12?,0.5,False,0.75,True,0.08399999999999999,0.295,0.856,0.662,0.361,0.4689500000000001,HOLD,104,500,-0.75
1890661,Boston Red Sox vs. St. Louis Cardinals,0.5,True,0.535,True,0.086,0.042,0.594,0.631,0.25,0.27807499999999996,NEUTRAL,58,500,0.46499999999999997
1890667,Colorado Rockies vs. San Diego Padres,0.5,False,0.305,False,0.20450000000000002,0.365,0.737,0.682,0.505,0.510075,HOLD,23,500,0.30499999999999994
1787760,Will Athletic Club win on 2026-04-12?,0.5,False,0.405,False,0.3865,1.0,0.595,0.679,0.361,0.569425,HOLD,47,500,0.405
1885995,"Will Bitcoin reach $76,000 April 6-12?",0.5,False,0.155,False,0.016000000000000014,0.612,0.152,0.473,0.536,0.355875,HOLD,65,500,0.15500000000000003
1890652,Athletics vs. New York Mets,0.5,True,0.36,False,0.7849999999999999,0.536,0.354,0.661,0.33,0.428175,ENTER,72,500,-0.64
1795093,Will Cruzeiro EC win on 2026-04-12?,0.5,True,0.515,True,0.1175,0.266,0.789,0.655,0.393,0.447825,HOLD,146,500,0.485
1892906,LoL: LOS vs LOUD - Game 2 Winner,0.5,False,0.425,False,0.273,0.667,0.376,0.658,0.33,0.45442499999999997,HOLD,39,500,0.42500000000000004
1786374,Will SC Freiburg win on 2026-04-12?,0.5,True,0.26,False,0.0575,1.0,0.843,0.666,0.298,0.580625,HOLD,50,500,-0.74
1706420,"Military action against Iran ends on April 30, 2026?",0.5,False,0.036,False,0.2485,0.146,0.282,0.329,0.489,0.26184999999999997,NEUTRAL,182,500,0.03600000000000003
1902342,LoL: Sentinels vs Cloud9 - Game 1 Winner,0.5,False,0.295,True,0.356,1.0,0.761,0.639,0.361,0.591475,HOLD,23,500,-0.295
1706418,"Military action against Iran ends on April 28, 2026?",0.5,False,0.0235,False,0.7075,0.095,0.13,0.294,0.425,0.19369999999999998,EXIT,122,500,0.023499999999999965
1795077,Will Botafogo FR win on 2026-04-12?,0.5,False,0.535,True,0.0295,0.057,0.827,0.621,0.409,0.35205,HOLD,93,500,-0.535
1718699,"Military action against Iran ends by June 30, 2026?",0.5,True,0.8,True,0.3605,1.0,0.269,0.349,0.409,0.435425,NEUTRAL,176,500,0.19999999999999996
1891045,Nuggets vs. Spurs,0.75,True,0.435,True,0.109,0.389,0.494,0.688,0.396,0.46092500000000003,NEUTRAL,37,500,0.565
1891029,Magic vs. Celtics,0.75,False,0.575,True,0.297,0.62,0.199,0.688,0.308,0.377325,HOLD,78,500,-0.575
568630,Will Rory McIlroy win the 2026 Masters tournament?,0.75,True,0.065,True,0.405,1.0,0.375,0.688,0.25,0.47977499999999995,ENTER,544,500,0.935
1784029,Will FC Internazionale Milano win on 2026-04-12?,0.75,True,0.425,True,0.658,1.0,1.0,0.688,0.483,0.6998249999999999,STRONG ENTER,226,500,0.575
1891047,Warriors vs. Clippers,0.75,False,0.265,True,0.0535,0.407,0.374,0.688,0.425,0.44365,NEUTRAL,83,500,-0.265
1786388,Will Manchester City FC win on 2026-04-12?,0.75,True,0.455,True,0.148,1.0,0.375,0.688,0.25,0.47977499999999995,HOLD,109,500,0.5449999999999999
1891035,Hawks vs. Heat,0.75,False,0.665,False,0.575,0.473,0.194,0.688,0.308,0.349225,NEUTRAL,57,500,0.665
1891032,Wizards vs. Cavaliers,0.75,False,0.125,True,0.474,0.415,0.416,0.688,0.6,0.49532499999999996,ENTER,35,500,-0.125
568629,Will Scottie Scheffler win the 2026 Masters tournament?,0.75,False,0.135,True,0.542,1.0,0.84,0.621,0.483,0.6601,STRONG ENTER,481,500,-0.135
1607464,Bruins vs. Blue Jackets,0.75,True,0.615,True,0.293,0.042,0.928,0.688,0.25,0.3465,HOLD,457,500,0.385
1787766,Will Villarreal CF win on 2026-04-12?,0.75,True,0.295,False,0.2345,1.0,0.651,0.688,0.367,0.58365,HOLD,77,500,-0.7050000000000001
1706414,"Military action against Iran ends on April 24, 2026?",0.75,False,0.006,False,0.5645,0.005,0.13,0.349,0.338,0.14535,EXIT,229,500,0.006000000000000005
1786365,Will Nottingham Forest FC win on 2026-04-12?,0.75,False,0.355,True,0.269,0.022,0.919,0.688,0.25,0.335425,HOLD,71,500,-0.355
948043,Will TISZA – Respect and Freedom Party (TISZA) win the most seats in the next Hungarian parliamentary election?,0.75,True,0.685,False,0.369,0.0,0.169,0.656,0.367,0.2086,EXIT,451,500,-0.31499999999999995
1786347,Will OGC Nice win on 2026-04-12?,0.75,False,0.505,False,0.0645,0.042,0.582,0.657,0.25,0.280525,NEUTRAL,225,500,0.505
1890656,Chicago White Sox vs. Kansas City Royals,0.75,True,0.405,True,0.064,0.052,0.458,0.623,0.396,0.28317499999999995,NEUTRAL,81,500,0.595
1919465,Indian Premier League: Lucknow Super Giants vs Gujarat Titans,0.75,False,0.465,True,0.115,0.054,0.541,0.688,0.425,0.3151,HOLD,53,500,-0.465
1891042,Pelicans vs. Timberwolves,0.75,False,0.17,True,0.162,0.349,0.468,0.688,0.308,0.40967499999999996,NEUTRAL,88,500,-0.17
568668,Will Cameron Young win the 2026 Masters tournament?,0.75,False,0.0375,True,0.2425,0.898,0.884,0.646,0.425,0.6267749999999999,HOLD,489,500,-0.0375
568652,Will Justin Rose win the 2026 Masters tournament?,0.75,False,0.029,True,0.1335,0.694,0.881,0.631,0.308,0.53235,HOLD,387,500,-0.029
1706421,"Military action against Iran continues through April 30, 2026?",0.75,False,0.06,False,0.17850000000000002,0.052,0.252,0.544,0.542,0.25884999999999997,NEUTRAL,181,500,0.06000000000000005
1607474,Senators vs. Devils,0.75,False,0.5,True,0.3685,0.328,0.689,0.642,0.571,0.48864999999999986,HOLD,417,500,-0.5
1893965,LoL: Team Vitality vs Shifters (BO3) - LEC Regular Season,0.75,True,0.825,True,0.06449999999999997,1.0,0.353,0.688,0.308,0.5034749999999999,HOLD,52,500,0.17500000000000004
1891036,Hornets vs. Knicks,0.75,True,0.695,True,0.09350000000000003,0.667,0.089,0.688,0.279,0.32822499999999993,HOLD,54,500,0.30500000000000005
948038,Will Fidesz–KDNP win the most seats in the next Hungarian parliamentary election?,0.75,False,0.315,True,0.0585,0.0,0.214,0.663,0.279,0.2023,NEUTRAL,473,500,-0.315
1786372,Will Aston Villa FC win on 2026-04-12?,0.75,False,0.355,True,0.289,0.022,0.926,0.688,0.367,0.35712499999999997,HOLD,78,500,-0.355
1844503,LoL: Weibo Gaming vs Bilibili Gaming - Game 1 Winner,0.75,False,0.425,False,0.014000000000000012,1.0,0.174,0.688,0.308,0.43194999999999995,HOLD,122,500,0.42500000000000004
1891044,Suns vs. Thunder,0.75,True,0.295,True,0.46399999999999997,0.525,0.741,0.688,0.425,0.543825,ENTER,70,500,0.7050000000000001
1607484,Utah vs. Flames,0.75,False,0.57,False,0.411,0.043,0.144,0.652,0.571,0.25965,EXIT,361,500,0.57
1891048,Kings vs. Trail Blazers,0.75,False,0.075,False,0.5835,0.408,0.132,0.619,0.425,0.3168,NEUTRAL,60,500,0.07499999999999996
1890669,Houston Astros vs. Seattle Mariners,0.75,False,0.415,True,0.09500000000000003,0.492,0.423,0.661,0.338,0.43635,NEUTRAL,34,500,-0.415
1891040,Bulls vs. Mavericks,0.75,False,0.29,False,0.4105,0.376,0.232,0.688,0.308,0.35029999999999994,ENTER,37,500,0.29000000000000004
1890663,Pittsburgh Pirates vs. Chicago Cubs,0.75,False,0.46,False,0.20550000000000002,0.376,0.797,0.615,0.396,0.495,HOLD,36,500,0.45999999999999996
1891046,Jazz vs. Lakers,0.75,False,0.075,False,0.718,0.619,0.147,0.688,0.396,0.36784999999999995,ENTER,37,500,0.07499999999999996
1786385,Will Chelsea FC win on 2026-04-12?,0.75,False,0.305,True,0.346,1.0,0.95,0.688,0.308,0.60795,HOLD,76,500,-0.305
1607469,Canadiens vs. Islanders,0.75,True,0.61,False,0.685,0.667,0.175,0.641,0.338,0.371175,ENTER,460,500,-0.39
1902340,LoL: Sentinels vs Cloud9 (BO3) - LCS Regular Season,0.75,False,0.175,False,0.246,0.83,0.727,0.677,0.308,0.5372499999999999,HOLD,49,500,0.17500000000000004
568657,Will Russell Henley win the 2026 Masters tournament?,0.75,False,0.0115,True,0.07100000000000001,0.275,0.503,0.607,0.25,0.361125,HOLD,461,500,-0.0115
1706399,"Military action against Iran ends on April 9, 2026?",0.75,True,0.727,True,0.193,0.627,0.176,0.625,0.425,0.377075,HOLD,168,500,0.273
1890665,Texas Rangers vs. Los Angeles Dodgers,0.75,True,0.415,False,0.0049999999999999906,0.394,0.372,0.652,0.367,0.422475,NEUTRAL,59,500,-0.585
1893967,LoL: Team Vitality vs Shifters - Game 2 Winner,0.75,True,0.73,True,0.5595,1.0,0.498,0.688,0.367,0.556875,ENTER,97,500,0.27
1891037,Bucks vs. 76ers,0.75,False,0.065,False,0.149,0.416,0.294,0.688,0.338,0.39199999999999996,NEUTRAL,67,500,0.06499999999999995
1844504,LoL: Weibo Gaming vs Bilibili Gaming - Game 2 Winner,0.75,False,0.24,False,0.0355,0.659,0.434,0.688,0.338,0.47222499999999995,HOLD,154,500,0.24
1929173,Will WTI Crude Oil (WTI) hit (HIGH) $105 in April?,0.75,True,0.655,True,0.851,0.651,0.421,0.523,0.396,0.467225,ENTER,30,500,0.345
568665,Will Sam Burns win the 2026 Masters tournament?,0.75,False,0.0085,False,0.6779999999999999,0.204,0.164,0.558,0.367,0.275475,NEUTRAL,444,500,0.008499999999999952
1607479,Canucks vs. Ducks,0.75,True,0.335,False,0.04000000000000001,0.739,0.846,0.661,0.25,0.5117999999999999,HOLD,357,500,-0.665
1867407,LoL: HANJIN BRION vs KT Rolster (BO3) - LCK Rounds 1-2,0.75,False,0.175,False,0.6265,0.938,0.086,0.646,0.338,0.3772,ENTER,44,500,0.17500000000000004
1607459,Penguins vs. Capitals,0.75,False,0.46,False,0.2115,0.103,0.316,0.662,0.512,0.309675,HOLD,439,500,0.45999999999999996
1786329,Will VfB Stuttgart win on 2026-04-12?,0.75,True,0.675,True,0.205,0.046,0.62,0.688,0.308,0.30465,HOLD,78,500,0.32499999999999996
1891034,Pistons vs. Pacers,0.75,True,0.875,False,0.031499999999999986,0.408,0.233,0.688,0.308,0.356375,NEUTRAL,36,500,-0.125
1787260,VfB Stuttgart vs. Hamburger SV: O/U 3.5,0.75,True,0.445,True,0.1915,0.055,0.885,0.596,0.279,0.334125,HOLD,194,500,0.5549999999999999
1423689,Will Elon Musk post 460-479 tweets in April 2026?,0.75,False,0.001,False,0.502,0.043,0.65,0.127,0.425,0.230775,EXIT,482,487,0.0010000000000000009
1912774,"Trump announces US x Iran ceasefire end by April 12, 2026?",0.75,False,0.1225,False,0.0685,0.572,0.117,0.521,0.338,0.306,HOLD,75,500,0.12250000000000005
1787740,Will RCD Mallorca win on 2026-04-12?,0.75,True,0.385,True,0.4955,1.0,0.952,0.688,0.454,0.67765,ENTER,83,500,0.615
1891039,Nets vs. Raptors,0.75,False,0.055,False,0.0975,0.228,0.394,0.688,0.367,0.361875,NEUTRAL,43,500,0.05500000000000005
1867409,LoL: HANJIN BRION vs KT Rolster - Game 2 Winner,0.75,False,0.22,False,0.213,1.0,0.763,0.661,0.25,0.5429499999999999,HOLD,76,500,0.21999999999999997
1867408,LoL: HANJIN BRION vs KT Rolster - Game 1 Winner,0.75,False,0.305,True,0.05499999999999999,1.0,0.198,0.688,0.396,0.45875,HOLD,37,500,-0.305
1844502,LoL: Weibo Gaming vs Bilibili Gaming (BO3) - LPL Group Ascend,0.75,False,0.155,False,0.2905,0.425,0.182,0.688,0.367,0.3454499999999999,NEUTRAL,152,500,0.15500000000000003
1788202,RC Celta de Vigo vs. Real Oviedo: O/U 2.5,0.75,True,0.48,False,0.07500000000000001,0.047,0.802,0.651,0.308,0.3305,HOLD,195,500,-0.52
1844479,LoL: Oh My God vs LGD Gaming (BO3) - LPL Group Nirvana,0.75,False,0.65,False,0.3405,1.0,0.188,0.675,0.425,0.45679999999999993,HOLD,63,500,0.65
1893990,LoL: Team Heretics vs Karmine Corp - Game 2 Winner,0.75,False,0.265,False,0.451,1.0,0.069,0.484,0.367,0.35669999999999996,ENTER,33,438,0.265
1893966,LoL: Team Vitality vs Shifters - Game 1 Winner,0.75,False,0.725,False,0.11149999999999999,1.0,0.333,0.688,0.279,0.48619999999999997,HOLD,30,500,0.725
1706371,"Military action against Iran ends by April 30, 2026?",0.75,True,0.915,False,0.0705,1.0,0.2,0.439,0.483,0.43134999999999996,NEUTRAL,280,500,-0.08499999999999996
1844481,LoL: Oh My God vs LGD Gaming - Game 2 Winner,0.75,False,0.585,False,0.07400000000000001,1.0,0.206,0.685,0.308,0.44662499999999994,HOLD,143,500,0.585
1786340,Will Newcastle United FC win on 2026-04-12?,0.75,False,0.405,True,0.176,0.025,0.764,0.688,0.308,0.31987499999999996,HOLD,89,500,-0.405
1786299,Will Sunderland AFC win on 2026-04-12?,0.75,True,0.365,True,0.068,1.0,0.845,0.688,0.25,0.5620249999999999,HOLD,136,500,0.635
1854209,"Will Elon Musk post 240-259 tweets from April 7 to April 14, 2026?",0.75,False,0.325,True,0.6295,1.0,0.299,0.499,0.512,0.49395,ENTER,148,500,-0.325
568711,Will Hao-Tong Li win the 2026 Masters tournament?,0.75,False,0.004,False,0.4595,0.096,0.207,0.511,0.367,0.235475,NEUTRAL,94,500,0.0040000000000000036
1784022,Will SSC Napoli win on 2026-04-12?,0.75,False,0.585,False,0.24100000000000002,0.109,0.424,0.688,0.367,0.3106,NEUTRAL,150,500,0.585
1787742,Will RCD Mallorca vs. Rayo Vallecano de Madrid end in a draw?,0.75,False,0.295,True,0.0645,1.0,0.894,0.591,0.25,0.553625,HOLD,231,500,-0.295
1744959,Will SC Braga win on 2026-04-12?,0.75,True,0.71,False,0.064,0.326,0.296,0.591,0.367,0.36529999999999996,NEUTRAL,95,500,-0.29000000000000004
1787751,Will RC Celta de Vigo win on 2026-04-12?,0.75,False,0.575,True,0.22399999999999998,0.122,0.683,0.688,0.367,0.3621,HOLD,78,500,-0.575
1890645,Minnesota Twins vs. Toronto Blue Jays,0.75,True,0.455,False,0.062,0.228,0.382,0.667,0.396,0.361175,NEUTRAL,33,500,-0.5449999999999999
1867386,LoL: BNK FEARX vs DN SOOPers - Game 2 Winner,0.75,True,0.54,False,0.21000000000000002,0.556,0.46,0.688,0.425,0.500075,HOLD,71,500,-0.45999999999999996
1890649,Miami Marlins vs. Detroit Tigers,0.75,False,0.405,False,0.2385,0.5,0.654,0.66,0.367,0.49177499999999996,HOLD,56,500,0.405
568643,Will Tyrrell Hatton win the 2026 Masters tournament?,0.75,False,0.0095,True,0.057999999999999996,0.227,0.936,0.589,0.367,0.43892499999999995,HOLD,448,500,-0.0095
1786328,Will Crystal Palace FC win on 2026-04-12?,0.75,True,0.325,False,0.2725,0.02,0.73,0.688,0.396,0.32695,HOLD,78,500,-0.675
1706400,"Military action against Iran ends on April 10, 2026?",0.75,False,0.1345,False,0.009,0.116,0.375,0.403,0.279,0.24007499999999998,NEUTRAL,207,500,0.13450000000000006
1879422,"Will the price of Bitcoin be above $72,000 on April 12?",0.75,False,0.765,True,0.497,1.0,0.477,0.617,0.308,0.5127499999999999,ENTER,55,500,-0.765
1890671,Cleveland Guardians vs. Atlanta Braves,0.75,False,0.405,True,0.453,0.257,0.936,0.631,0.367,0.46052499999999996,ENTER,46,500,-0.405
1744968,Will FC Porto win on 2026-04-12?,0.75,True,0.665,True,0.3205,0.049,0.494,0.655,0.425,0.29872499999999996,NEUTRAL,281,500,0.33499999999999996
1784016,Will Genoa CFC win on 2026-04-12?,0.75,True,0.435,False,0.057499999999999996,0.054,0.811,0.67,0.367,0.34904999999999997,HOLD,132,500,-0.565
1598149,Will NEC win on 2026-04-12?,0.75,False,0.38,True,0.32499999999999996,1.0,0.84,0.568,0.425,0.6232749999999999,HOLD,491,500,-0.38
1744729,Will CA Rosario Central win on 2026-04-12?,0.75,False,0.28,False,0.5015,0.044,0.65,0.532,0.396,0.2970499999999999,NEUTRAL,165,500,0.28
1890658,Washington Nationals vs. Milwaukee Brewers,0.75,True,0.34,False,0.4155,0.337,0.239,0.607,0.338,0.337875,NEUTRAL,35,500,-0.6599999999999999
1784027,Will Como 1907 win on 2026-04-12?,0.75,False,0.295,False,0.1765,1.0,0.587,0.688,0.396,0.5862249999999999,HOLD,167,500,0.29499999999999993
1744730,Will CA Tucumán win on 2026-04-12?,0.75,False,0.355,True,0.1225,0.053,0.862,0.573,0.483,0.36082499999999995,HOLD,186,500,-0.355
1890643,Arizona Diamondbacks vs. Philadelphia Phillies,0.75,True,0.44,True,0.5535,0.535,0.913,0.66,0.308,0.5152,STRONG ENTER,33,500,0.56
1902314,LoL: Disguised vs FlyQuest - Game 1 Winner,0.75,False,0.395,False,0.2905,1.0,0.478,0.627,0.338,0.528925,HOLD,62,500,0.395
1787233,Nottingham Forest FC vs. Aston Villa FC: O/U 2.5,0.75,False,0.475,True,0.473,0.042,0.535,0.657,0.25,0.2723,NEUTRAL,232,500,-0.475
1854206,"Will Elon Musk post 220-239 tweets from April 7 to April 14, 2026?",0.75,False,0.225,False,0.0535,1.0,0.286,0.503,0.308,0.452775,HOLD,141,500,0.22499999999999998
1890654,New York Yankees vs. Tampa Bay Rays,0.75,False,0.53,False,0.063,0.264,0.832,0.679,0.338,0.44897499999999996,HOLD,33,500,0.53
1786307,Will Tottenham Hotspur FC win on 2026-04-12?,0.75,False,0.355,False,0.0905,1.0,0.761,0.688,0.483,0.658,HOLD,194,500,0.355
1784023,Will Bologna FC 1909 win on 2026-04-12?,0.75,True,0.535,True,0.424,0.048,0.977,0.688,0.542,0.40902499999999997,ENTER,82,500,0.46499999999999997
568647,Will Shane Lowry win the 2026 Masters tournament?,0.75,False,0.0115,False,0.21899999999999997,0.275,0.257,0.516,0.338,0.31965,NEUTRAL,442,500,0.011499999999999955
1891041,Grizzlies vs. Rockets,0.75,False,0.085,False,0.161,0.186,0.745,0.688,0.338,0.398275,HOLD,36,500,0.08499999999999996
1786369,Will Nottingham Forest FC vs. Aston Villa FC end in a draw?,0.75,True,0.285,True,0.142,0.018,0.875,0.688,0.25,0.325825,HOLD,218,500,0.7150000000000001
1879418,"Will the price of Bitcoin be above $70,000 on April 12?",0.75,True,0.964,False,0.045999999999999985,1.0,0.347,0.661,0.425,0.529875,HOLD,35,500,-0.03600000000000003
1598150,Will NEC vs. Feyenoord Rotterdam end in a draw?,0.75,True,0.235,False,0.7775,1.0,0.652,0.589,0.279,0.5246999999999999,STRONG ENTER,497,500,-0.765
